Município;Data da Ocorrência;Número da Ocorrência;Desastre;IDHM;Receita Corrente Líquida;PIB;População;Prefeito;Pessoas Afetadas;Prejuízo Público;Prejuízo Privado;Recebeu Ajuda?;Material;Quantidade;Data da Solicitação;Data do Envio
Assis Chateaubriand;06/01/2022 14:00;145/2022;Estiagem;0,729;R$ 122.302.237,85;R$ 1.394.375,77;36.808;VALTER APARECIDO SOUZA CORREIA;4.426;R$ 2.371,00;R$ 557.943.120,00;Não;-;-;-;-
Tapira;06/01/2022 14:00;155/2022;Estiagem;0,697;R$ 25.316.253,97;R$ 133.204,92;5.745;Cláudio Sidiney De Lima;1.204;R$ 0,00;R$ 34.067.764,88;Não;-;-;-;-
Umuarama;06/01/2022 14:00;153/2022;Estiagem;0,761;R$ 411.396.190,08;R$ 3.671.606,77;117.095;HERMES PIMENTEL DA SILVA;7.080;R$ 0,00;R$ 117.071.142,98;Não;-;-;-;-
Nova Santa Rosa;06/01/2022 12:00;158/2022;Estiagem;0,731;R$ 38.507.082,35;R$ 427.932,70;8.322;Norberto Pinz;3.200;R$ 0,00;R$ 141.032.180,00;Não;-;-;-;-
Dois Vizinhos;06/01/2022 11:55;134/2022;Estiagem;0,767;R$ 136.500.566,92;R$ 1.796.591,56;44.869;Luis Carlos Turatto;1.800;R$ 77.500,00;R$ 177.811.634,00;Não;-;-;-;-
Pranchita;06/01/2022 11:01;133/2022;Estiagem;0,752;R$ 25.956.698,86;R$ 274.560,59;5.737;Eloir Nelson Lange;1.027;R$ 9.000,00;R$ 86.293.755,00;Não;-;-;-;-
Chopinzinho;06/01/2022 11:00;131/2022;Estiagem;0,74;R$ 96.262.010,86;R$ 847.239,63;21.079;EDSON LUIZ CENCI;12.360;R$ 19.560,00;R$ 106.284.677,89;Não;-;-;-;-
Jesuítas;06/01/2022 10:58;132/2022;Estiagem;0,705;R$ 31.914.748,55;R$ 391.411,37;10.506;EDICARLOS GRIZOTTO DE OLIVEIRA;3.655;R$ 44.956,00;R$ 162.539.215,90;Não;-;-;-;-
Quedas do Iguaçu;06/01/2022 10:48;130/2022;Estiagem;0,681;R$ 85.625.222,89;R$ 1.291.203,47;30.738;Elcio Jaime da Luz;11.144;R$ 29.035,60;R$ 117.540.000,00;Não;-;-;-;-
São Jorge do Patrocínio;06/01/2022 10:30;126/2022;Estiagem;0,676;R$ 39.533.826,31;R$ 190.839,61;6.504;José Carlos Baraldi;3.000;R$ 2.238,00;R$ 18.091.997,57;Não;-;-;-;-
Califórnia;06/01/2022 10:11;123/2022;Estiagem;0,722;R$ 27.678.488,94;R$ 218.296,99;8.710;Paulo Wilson Mendes;120;R$ 52.391,26;R$ 2.150.000,00;Não;-;-;-;-
Espigão Alto do Iguaçu;06/01/2022 10:00;122/2022;Estiagem;0,636;R$ 20.774.503,45;R$ 160.153,87;4.797;Agenor Bertoncelo;2.836;R$ 11.500,00;R$ 45.166.000,00;Não;-;-;-;-
Lobato;06/01/2022 10:00;124/2022;Estiagem;0,744;R$ 22.668.662,42;R$ 226.212,40;4.601;Fabio Chicaroli;816;R$ 10.000,00;R$ 64.127.329,00;Não;-;-;-;-
Nova Londrina;06/01/2022 09:24;118/2022;Estiagem;0,758;R$ 45.699.379,78;R$ 397.788,08;12.923;Otávio Henrique Grendene Bono;430;R$ 21.600,00;R$ 29.119.519,91;Não;-;-;-;-
Francisco Beltrão;06/01/2022 09:00;116/2022;Estiagem;0,774;R$ 330.457.063,95;R$ 3.193.226,64;96.666;Cleber Fontana;22.320;R$ 109.139,78;R$ 91.873.250,00;Não;-;-;-;-
Mercedes;06/01/2022 08:58;114/2022;Estiagem;0,74;R$ 40.597.923,14;R$ 247.033,92;5.931;LAERTON WEBER;2.035;R$ 4.455,11;R$ 60.736.650,00;Não;-;-;-;-
Barracão;06/01/2022 08:00;110/2022;Estiagem;0,706;R$ 37.551.803,24;R$ 268.142,20;9.759;Jorge Luiz Santin;2.821;R$ 0,00;R$ 55.394.900,00;Não;-;-;-;-
Campina da Lagoa;06/01/2022 07:00;148/2022;Estiagem;0,704;R$ 50.873.416,01;R$ 550.889,52;15.723;MILTON LUIZ ALVES;608;R$ 20.000,00;R$ 103.500.000,00;Não;-;-;-;-
Godoy Moreira;06/01/2022 00:00;140/2022;Estiagem;0,6750;R$ 17.302.491,52;R$ 64.833,86;2.977;Primis de Oliveira;2.912;R$ 21.092,71;R$ 20.979.501,27;Não;-;-;-;-
Peabiru;05/01/2022 19:30;103/2022;Estiagem;0,723;R$ 49.063.284,63;R$ 425.195,46;13.346;Julio Cezar Frare;2.600;R$ 3.617,40;R$ 226.869.971,50;Não;-;-;-;-
Coronel Domingos Soares;05/01/2022 18:24;101/2022;Estiagem;0,60;R$ 32.649.689,16;R$ 229.581,71;5.649;JANDIR BANDIERA;1.101;R$ 0,00;R$ 29.433.374,98;Não;-;-;-;-
Prudentópolis;05/01/2022 18:14;100/2022;Estiagem;0,676;R$ 139.115.419,23;R$ 1.435.541,13;49.393;OSNEI STADLER;10.908;R$ 28.296,00;R$ 260.909.673,00;Não;-;-;-;-
Ariranha do Ivaí;05/01/2022 17:01;95/2022;Estiagem;0,67;R$ 15.927.306,02;R$ 125.318,35;2.329;THIAGO EPIFANIO DA SILVA;1.022;R$ 12.850,03;R$ 123.021.128,00;Não;-;-;-;-
Cruzeiro do Iguaçu;05/01/2022 16:00;92/2022;Estiagem;0,709;R$ 23.695.147,49;R$ 154.841,42;4.133;LEONIR ANTÔNIO GELHEN;656;R$ 4.044,33;R$ 52.934.530,00;Não;-;-;-;-
Toledo;05/01/2022 16:00;87/2022;Estiagem;0,768;R$ 562.889.946,41;R$ 6.783.260,72;150.470;Luis Adalberto Beto Lunitti Pagnussatt;10.625;R$ 64.926,90;R$ 733.501.706,00;Não;-;-;-;-
São João do Ivaí;05/01/2022 15:53;85/2022;Estiagem;0,693;R$ 37.075.441,15;R$ 331.063,06;10.667;CARLA SUZI EMERENCIANO;2.650;R$ 7.755,00;R$ 158.200.665,00;Não;-;-;-;-
Rio Negro;05/01/2022 15:40;84/2022;Estiagem;0,76;R$ 96.847.461,00;R$ 1.200.021,83;31.324;JAMES KARSON VALÉRIO;6.347;R$ 93.979,00;R$ 28.715.000,00;Não;-;-;-;-
Bom Sucesso do Sul;05/01/2022 15:07;79/2022;Estiagem;0,742;R$ 21.688.303,68;R$ 262.498,61;3.202;Nilson Antonio Feversani;152;R$ 0,00;R$ 127.220.500,00;Não;-;-;-;-
São Pedro do Ivaí;05/01/2022 15:00;81/2022;Estiagem;0,717;R$ 32.922.509,01;R$ 344.641,90;8.690;Maria Regina Della Rosa Magri;1.505;R$ 0,00;R$ 68.951.475,00;Não;-;-;-;-
São José das Palmeiras;05/01/2022 14:44;77/2022;Estiagem;0,713;R$ 18.100.434,26;R$ 90.804,68;3.870;Nelton Brum;1.500;R$ 71.651,50;R$ 36.140.128,00;Não;-;-;-;-
Marmeleiro;05/01/2022 14:33;75/2022;Estiagem;0,722;R$ 55.950.342,69;R$ 541.286,83;15.901;PAULO JAIR PILATI;4.000;R$ 109.100,00;R$ 249.170.826,70;Não;-;-;-;-
Braganey;05/01/2022 14:11;72/2022;Estiagem;0,701;R$ 23.163.553,06;R$ 244.816,99;4.854;Odair Guerreiro Oliveira;2.201;R$ 29.624,00;R$ 120.490.391,17;Não;-;-;-;-
Querência do Norte;05/01/2022 14:00;76/2022;Estiagem;0,688;R$ 39.732.322,66;R$ 255.954,22;10.685;Alex Sandro Fernandes;3.259;R$ 0,00;R$ 213.751.583,00;Não;-;-;-;-
General Carneiro;05/01/2022 13:30;71/2022;Estiagem;0,652;R$ 36.351.409,25;R$ 357.997,04;11.062;Joel Ricardo Martins Ferreira;484;R$ 0,00;R$ 38.538.466,00;Não;-;-;-;-
Flor da Serra do Sul;05/01/2022 13:20;69/2022;Estiagem;0,682;R$ 23.617.127,31;R$ 152.377,37;4.364;VALMOR FELIPE JUNIOR;400;R$ 102.890,00;R$ 55.213.405,00;Não;-;-;-;-
Matelândia;05/01/2022 12:00;162/2022;Estiagem;0,725;R$ 82.832.111,80;R$ 990.822,35;18.450;MAXIMINO PIETROBON;3.276;R$ 77.677,17;R$ 82.032.000,00;Não;-;-;-;-
Santa Helena;05/01/2022 10:32;65/2022;Estiagem;0,744;R$ 248.848.136,74;R$ 1.208.950,47;25.492;Evandro MIguel Grade;2.356;R$ 32.894,56;R$ 386.655.814,00;Não;-;-;-;-
Iretama;05/01/2022 10:15;64/2022;Estiagem;0,665;R$ 42.532.643,50;R$ 303.132,78;10.684;SAME SAAB;3.000;R$ 13.146,00;R$ 48.156.500,00;Não;-;-;-;-
Lidianópolis;05/01/2022 10:14;63/2022;Estiagem;0,68;R$ 17.357.377,40;R$ 112.504,74;3.938;Adauto Aparecido Mandu;4.024;R$ 2.470,37;R$ 25.675.722,00;Não;-;-;-;-
Diamante do Oeste;05/01/2022 09:21;60/2022;Estiagem;0,644;R$ 22.014.980,53;R$ 112.941,81;4.557;Guilherme Pivatto Junior;2.084;R$ 64.012,00;R$ 43.118.476,00;Não;-;-;-;-
Três Barras do Paraná;05/01/2022 08:50;380/2022;Estiagem;0,681;R$ 46.901.672,40;R$ 434.859,89;11.135;Gerso Francisco Gusso;11.824;R$ 10.762,50;R$ 145.127.586,80;Não;-;-;-;-
Cidade Gaúcha;05/01/2022 08:00;240/2022;Estiagem;0,718;R$ 45.132.108,97;R$ 421.209,40;11.467;HENRIQUE DOMINGUES;1.399;R$ 6.750,00;R$ 33.118.083,63;Não;-;-;-;-
Santa Izabel do Oeste;05/01/2022 07:38;55/2022;Estiagem;0,696;R$ 49.231.852,08;R$ 380.791,91;14.070;JEAN PIERR CATTO;1.659;R$ 0,00;R$ 246.643.500,00;Não;-;-;-;-
Cruzeiro do Oeste;05/01/2022 00:00;90/2022;Estiagem;0,717;R$ 73.507.777,57;R$ 832.110,60;23.831;MARIA HELENA BERTOCO RODRIGUES;3.536;R$ 2.420,00;R$ 78.553.689,90;Não;-;-;-;-
Realeza;04/01/2022 17:08;48/2022;Estiagem;0,722;R$ 59.821.841,45;R$ 685.721,09;19.247;PAULO CEZAR CASARIL;1.118;R$ 24.450,00;R$ 151.334.758,00;Não;-;-;-;-
São Jorge do Oeste;04/01/2022 16:30;44/2022;Estiagem;0,722;R$ 48.252.184,50;R$ 354.113,01;9.378;Leila Aparecida da Rocha;2.608;R$ 0,00;R$ 84.090.348,75;Não;-;-;-;-
Planalto;04/01/2022 16:00;70/2022;Estiagem;0,706;R$ 50.017.613,46;R$ 377.506,26;14.374;LUIZ CARLOS BONI;2.050;R$ 8.300,00;R$ 116.720.954,00;Não;-;-;-;-
Rebouças;04/01/2022 15:58;41/2022;Estiagem;0,672;R$ 45.121.219,62;R$ 451.451,28;14.514;Luiz Everaldo Zak;1.200;R$ 8.452,44;R$ 64.750.000,00;Não;-;-;-;-
Marialva;04/01/2022 15:00;80/2022;Estiagem;0,735;R$ 137.243.352,15;R$ 2.035.793,69;41.851;Victor Celso Martini;768;R$ 50.000,00;R$ 114.150.000,00;Não;-;-;-;-
Nova Esperança do Sudoeste;04/01/2022 15:00;91/2022;Estiagem;0,714;R$ 23.242.689,30;R$ 139.496,78;5.597;JAIME DA SILVA STANG;1.375;R$ 5.962,52;R$ 41.711.449,80;Não;-;-;-;-
Pato Bragado;04/01/2022 15:00;35/2022;Estiagem;0,747;R$ 55.404.022,50;R$ 218.854,31;5.733;Leomar Rohden;590;R$ 863.628,55;R$ 48.648.541,00;Não;-;-;-;-
Salto do Lontra;04/01/2022 15:00;34/2022;Estiagem;0,718;R$ 46.532.022,14;R$ 468.650,01;15.223;FERNANDO ALBERTO CADORE;7.263;R$ 214.340,69;R$ 109.365.546,90;Não;-;-;-;-
Pinhal de São Bento;04/01/2022 14:58;33/2022;Estiagem;0,695;R$ 14.963.032,85;R$ 68.097,38;2.761;PAULO FALCADE DE OLIVEIRA;2.625;R$ 94.020,00;R$ 14.335.000,00;Não;-;-;-;-
Enéas Marques;04/01/2022 14:07;30/2022;Estiagem;0,752;R$ 26.634.937,39;R$ 244.615,45;5.999;EDSON LUPATINI;1.296;R$ 26.460,18;R$ 40.314.113,20;Não;-;-;-;-
Irati;04/01/2022 14:00;78/2022;Estiagem;0,726;R$ 167.502.144,01;R$ 2.047.623,26;59.250;Jorge David Derbli Pinto;11.247;R$ 20.000,00;R$ 55.018.340,00;Não;-;-;-;-
Palmital;04/01/2022 13:00;56/2022;Estiagem;0,639;R$ 46.372.547,23;R$ 292.926,37;13.033;Valdenei De Souza;6.100;R$ 150.000,00;R$ 59.550.000,00;Não;-;-;-;-
Itapejara do Oeste;04/01/2022 12:00;53/2022;Estiagem;0,731;R$ 41.053.194,42;R$ 699.177,01;12.344;VILMAR SCHMOLLER;1.930;R$ 13.371,00;R$ 115.559.926,00;Não;-;-;-;-
Capitão Leônidas Marques;04/01/2022 11:13;29/2022;Estiagem;0,716;R$ 54.296.186,08;R$ 1.393.985,39;14.648;MAXWELL SCAPINI;9.216;R$ 57.747,32;R$ 41.644.894,76;Não;-;-;-;-
Nova Laranjeiras;04/01/2022 10:45;26/2022;Estiagem;0,642;R$ 35.604.558,84;R$ 253.309,45;12.074;FÁBIO ROBERTO DOS SANTOS;2.720;R$ 88.401,95;R$ 61.711.333,30;Não;-;-;-;-
Marquinho;04/01/2022 10:21;24/2022;Estiagem;0,614;R$ 28.878.432,92;R$ 107.534,73;4.504;ELIO BOLZON JUNIOR;800;R$ 40.000,00;R$ 16.704.000,00;Não;-;-;-;-
Nova Prata do Iguaçu;04/01/2022 09:57;22/2022;Estiagem;0,716;R$ 48.508.420,54;R$ 389.704,59;12.699;Sergio Faust;4.072;R$ 43.960,00;R$ 120.100.000,00;Não;-;-;-;-
Ampére;04/01/2022 08:30;38/2022;Estiagem;0,709;R$ 63.868.293,28;R$ 650.067,25;19.620;Disnei Luquini;4.200;R$ 79.373,00;R$ 86.636.450,00;Não;-;-;-;-
Flórida;04/01/2022 08:00;47/2022;Estiagem;0,732;R$ 17.329.120,02;R$ 75.520,07;2.652;ANTONIO EMERSON SETTE;2.571;R$ 30.400,00;R$ 16.980.000,00;Não;-;-;-;-
Kaloré;03/01/2022 16:00;40/2022;Estiagem;0,721;R$ 19.915.874,70;R$ 145.864,06;4.582;EDMILSON LUIS STENCEL;693;R$ 30.000,00;R$ 67.631.088,00;Não;-;-;-;-
Santa Terezinha de Itaipu;03/01/2022 10:00;4/2022;Estiagem;0,738;R$ 99.341.744,67;R$ 592.207,23;24.262;KARLA FRANCIELI GALENDE;779;R$ 617.362,24;R$ 86.120.946,00;Não;-;-;-;-
Boa Esperança do Iguaçu;03/01/2022 09:00;6/2022;Estiagem;0,70;R$ 17.748.547,80;R$ 117.740,20;2.455;GIVANILDO TRUMI;2.400;R$ 0,00;R$ 63.372.560,00;Não;-;-;-;-
Engenheiro Beltrão;03/01/2022 09:00;37/2022;Estiagem;0,73;R$ 45.638.223,63;R$ 553.561,89;12.454;ADALMIR JOSÉ GARBIM JUNIOR;800;R$ 15.996,00;R$ 246.400.000,00;Não;-;-;-;-
Quinta do Sol;03/01/2022 09:00;42/2022;Estiagem;0,715;R$ 23.969.133,14;R$ 243.862,35;5.001;LEONARDO LAZZARETTI ROMERO;300;R$ 0,00;R$ 268.320.000,00;Não;-;-;-;-
Arapuã;01/01/2022 16:30;98/2022;Estiagem;0,676;R$ 19.278.050,44;R$ 127.728,60;3.527;Deodato Matias;669;R$ 0,00;R$ 63.973.120,00;Não;-;-;-;-
Fernandes Pinheiro;01/01/2022 00:00;193/2022;Estiagem;0,645;R$ 33.856.924,66;R$ 225.375,80;6.255;Cleonice Aparecida Kufener Schuck;1.080;R$ 0,00;R$ 100.184.000,00;Não;-;-;-;-
Pato Branco;01/01/2022 00:00;370/2022;Doenças infecciosas virais;0,782;R$ 360.862.575,33;R$ 4.167.224,12;91.836;ROBSON CANTU;4.473;R$ 469.302,01;R$ 0,00;Não;-;-;-;-
Paulo Frontin;31/12/2021 12:00;164/2022;Estiagem;0,708;R$ 20.121.184,55;R$ 383.424,40;6.343;Jamil Pech;500;R$ 0,00;R$ 83.873.585,09;Não;-;-;-;-
Marechal Cândido Rondon;31/12/2021 00:01;121/2022;Estiagem;0,774;R$ 239.770.149,84;R$ 2.832.322,12;55.836;Marcio Andrei Rauber;1.948;R$ 0,00;R$ 311.969.117,50;Não;-;-;-;-
Capanema;30/12/2021 16:00;20/2022;Estiagem;0,706;R$ 66.466.639,17;R$ 799.686,36;20.481;Américo Bellé;320;R$ 27.600,00;R$ 161.243.752,92;Não;-;-;-;-
Serranópolis do Iguaçu;30/12/2021 13:35;718/2021;Estiagem;0,762;R$ 29.670.949,52;R$ 245.021,38;5.007;Ivo Roberti;1.862;R$ 0,00;R$ 125.661.143,00;Não;-;-;-;-
Laranjal;30/12/2021 12:00;719/2021;Estiagem;0,585;R$ 21.937.384,50;R$ 100.886,77;5.600;João Elinton Dutra;1.515;R$ 29.300,00;R$ 43.330.000,00;Não;-;-;-;-
São Miguel do Iguaçu;30/12/2021 08:30;125/2022;Estiagem;0,704;R$ 147.877.774,97;R$ 1.206.234,23;29.122;BOAVENTURA MANOEL JOÃO MOTTA;385;R$ 0,00;R$ 31.840.050,00;Não;-;-;-;-
Cruzmaltina;30/12/2021 08:00;139/2022;Estiagem;0,666;R$ 17.688.543,30;R$ 160.516,11;2.882;NATAL CASAVECHIA;1.200;R$ 2.516,80;R$ 26.855.640,00;Não;-;-;-;-
Laranjeiras do Sul;30/12/2021 08:00;143/2022;Estiagem;0,706;R$ 97.405.147,53;R$ 888.890,84;32.227;Jonatas Felisberto da Silva;1.592;R$ 81.170,00;R$ 104.651.702,99;Não;-;-;-;-
Renascença;30/12/2021 08:00;50/2022;Estiagem;0,733;R$ 31.356.049,67;R$ 341.045,86;6.841;IDALIR JOÃO ZANELLA;4.320;R$ 25.000,00;R$ 145.921.480,00;Não;-;-;-;-
Mangueirinha;29/12/2021 13:33;711/2021;Estiagem;0,688;R$ 85.514.123,41;R$ 1.561.954,57;16.603;Elidio Zimerman de Moraes;3.500;R$ 202.488,02;R$ 1.180.000,00;Não;-;-;-;-
Sulina;29/12/2021 13:21;710/2021;Estiagem;0,693;R$ 18.704.306,02;R$ 142.030,94;3.440;Paulo Horn;1.600;R$ 74.950,00;R$ 26.149.200,00;Não;-;-;-;-
Tupãssi;29/12/2021 12:00;7/2022;Estiagem;0,73;R$ 35.674.654,22;R$ 413.067,62;8.077;LUIZ CARLOS BELETTI;1.300;R$ 4.286,91;R$ 271.753.030,00;Não;-;-;-;-
Palotina;29/12/2021 10:00;709/2021;Estiagem;0,768;R$ 156.775.067,20;R$ 2.675.584,06;35.011;Luiz Ernesto de Giacometti;4.000;R$ 20.337,82;R$ 572.678.209,17;Não;-;-;-;-
Tijucas do Sul;28/12/2021 15:50;704/2021;Tempestade Local/Convectiva - Granizo;0,636;R$ 56.594.665,57;R$ 420.287,09;17.606;José Altair Moreira;3.046;R$ 742.532,00;R$ 40.962.200,00;Sim;Telha Fibrocimento 2.44x500x4mm;9360;04/01/2022 17:24;30/12/2021 09:00
Paulo Frontin;28/12/2021 15:30;702/2021;Tempestade Local/Convectiva - Granizo;0,708;R$ 20.121.184,55;R$ 383.424,40;6.343;Jamil Pech;947;R$ 66.000,00;R$ 13.995.000,00;Sim;Telha Fibrocimento 2.44x500x4mm;5200;04/01/2022 08:30;31/12/2021 09:00
Irati;27/12/2021 12:40;698/2021;Tempestade Local/Convectiva - Granizo;0,726;R$ 167.502.144,01;R$ 2.047.623,26;59.250;Jorge David Derbli Pinto;989;R$ 5.000,00;R$ 7.746.075,00;Não;-;-;-;-
Quedas do Iguaçu;27/12/2021 12:00;712/2021;Incêndio Florestal - Incêndios em Parques, Áreas de Proteção Ambiental e Áreas de Preservação Permanente Nacionais, Estaduais ou Municipais;0,681;R$ 85.625.222,89;R$ 1.291.203,47;30.738;Elcio Jaime da Luz;1.200;R$ 0,00;R$ 520.000,00;Não;-;-;-;-
Manfrinópolis;27/12/2021 10:49;697/2021;Estiagem;0,645;R$ 15.648.311,28;R$ 72.696,41;2.770;ILENA DE FATIMA PEGORARO OLIVEIRA;4.180;R$ 62.698,00;R$ 18.388.765,00;Não;-;-;-;-
Alvorada do Sul;23/12/2021 18:00;696/2021;Tempestade Local/Convectiva - Vendaval;0,708;R$ 42.999.243,91;R$ 361.750,61;10.326;Marcos Antonio Voltarelli;4.648;R$ 17.900,00;R$ 0,00;Não;-;-;-;-
Pitanga;23/12/2021 13:52;695/2021;Estiagem;0,702;R$ 100.263.165,17;R$ 1.093.164,58;33.567;MAICOL GEISON CALLEGARI RODRIGUES BARBOSA;4.580;R$ 71.416,48;R$ 8.029.427,57;Não;-;-;-;-
Guaíra;23/12/2021 12:00;184/2022;Estiagem;0,724;R$ 143.744.247,70;R$ 1.127.365,06;32.097;Heraldo Trento;938;R$ 0,00;R$ 255.326.920,00;Não;-;-;-;-
Formosa do Oeste;21/12/2021 09:00;166/2022;Estiagem;0,723;R$ 28.724.040,45;R$ 313.395,46;7.635;Luiz Antonio Domingos de Aguiar;1.055;R$ 0,00;R$ 146.455.800,00;Não;-;-;-;-
Campo Magro;20/12/2021 08:00;112/2022;Estiagem;0,701;R$ 86.683.743,71;R$ 502.213,01;29.879;Claudio Cesar Casagrande;3.018;R$ 37.545,03;R$ 7.750.267,88;Não;-;-;-;-
Guaratuba;23/11/2021 16:00;651/2021;Tempestade Local/Convectiva - Granizo;0,717;R$ 192.576.590,56;R$ 883.636,83;42.062;Roberto Cordeiro Justus;1.668;R$ 0,00;R$ 0,00;Sim;Telha Fibrocimento 2.44x500x4mm;8580;02/12/2021 16:23;15/12/2021 17:00
Bom Jesus do Sul;20/11/2021 08:00;701/2021;Estiagem;0,697;R$ 17.818.808,91;R$ 91.758,58;3.980;HELIO JOSÉ SURDI;3.796;R$ 59.737,32;R$ 55.552.500,00;Não;-;-;-;-
Francisco Alves;08/11/2021 00:00;135/2022;Estiagem;0,669;R$ 28.090.216,52;R$ 241.414,38;8.116;MILENA SILVA ROSA;1.150;R$ 0,00;R$ 157.583.874,97;Não;-;-;-;-
Pérola do Oeste;01/11/2021 12:00;82/2022;Estiagem;0,726;R$ 23.987.086,59;R$ 215.315,31;6.221;EDSOM LUIZ BAGETTI;1.916;R$ 9.873,08;R$ 114.866.230,99;Não;-;-;-;-
Ramilândia;01/11/2021 08:34;115/2022;Estiagem;0,63;R$ 19.343.266,71;R$ 94.015,31;4.221;Edson dos Santos;1.400;R$ 8.967,24;R$ 16.725.807,08;Não;-;-;-;-
Coronel Vivida;01/11/2021 08:00;714/2021;Estiagem;0,723;R$ 80.966.879,42;R$ 729.193,59;23.331;Anderson Manique Barreto;3.786;R$ 24.350,80;R$ 190.758.000,00;Não;-;-;-;-
Ivaiporã;01/11/2021 08:00;52/2022;Estiagem;0,73;R$ 97.831.134,58;R$ 862.916,53;32.720;Luiz Carlos Gil;1.330;R$ 0,00;R$ 154.107.900,00;Não;-;-;-;-
Salgado Filho;01/11/2021 08:00;5/2022;Estiagem;0,70;R$ 16.304.671,18;R$ 115.050,03;4.075;Volmar Duarte;1.724;R$ 10.619,30;R$ 28.985.993,70;Não;-;-;-;-
Pato Branco;01/11/2021 00:00;159/2022;Estiagem;0,782;R$ 360.862.575,33;R$ 4.167.224,12;91.836;ROBSON CANTU;8.544;R$ 0,00;R$ 156.529.208,77;Não;-;-;-;-
Santa Cruz de Monte Castelo;01/11/2021 00:00;1/2022;Estiagem;0,71;R$ 29.088.729,78;R$ 359.883,31;8.613;Francisco Antonio Boni;1.032;R$ 0,00;R$ 34.963.900,00;Não;-;-;-;-
Santa Mônica;01/11/2021 00:00;138/2022;Estiagem;0,704;R$ 24.672.464,86;R$ 95.805,41;3.356;LUAN GUSTAVO FRAZATTO;241;R$ 84.473,00;R$ 24.015.009,26;Não;-;-;-;-
Verê;01/11/2021 00:00;88/2022;Estiagem;0,72;R$ 31.576.459,40;R$ 417.674,47;7.932;Ademilso Rosin;2.334;R$ 0,00;R$ 113.981.660,30;Não;-;-;-;-
Morretes;31/10/2021 19:00;637/2021;Enxurradas;0,686;R$ 53.539.642,21;R$ 370.348,25;18.309;SEBASTIÃO BRINDAROLLI JUNIOR;1.671;R$ 1.096.556,50;R$ 3.999.928,00;Não;-;-;-;-
Santa Izabel do Oeste;30/10/2021 17:20;636/2021;Enxurradas;0,696;R$ 49.231.852,08;R$ 380.791,91;14.070;JEAN PIERR CATTO;1.723;R$ 186.300,00;R$ 5.000.098,00;Sim;Cesta Básica;70;05/11/2021 15:19;16/02/2022 09:00
Santa Izabel do Oeste;30/10/2021 17:20;636/2021;Enxurradas;0,696;R$ 49.231.852,08;R$ 380.791,91;14.070;JEAN PIERR CATTO;1.723;R$ 186.300,00;R$ 5.000.098,00;Sim;Colchão Solteiro;30;05/11/2021 15:19;16/11/2021 11:30
Santa Izabel do Oeste;30/10/2021 17:20;636/2021;Enxurradas;0,696;R$ 49.231.852,08;R$ 380.791,91;14.070;JEAN PIERR CATTO;1.723;R$ 186.300,00;R$ 5.000.098,00;Sim;Kit Dormitório-(1 cobertor solteiro, 1 lençol solteiro, 1 fronha e 1 travesseiro);30;05/11/2021 15:19;16/11/2021 11:30
Santa Izabel do Oeste;30/10/2021 17:20;636/2021;Enxurradas;0,696;R$ 49.231.852,08;R$ 380.791,91;14.070;JEAN PIERR CATTO;1.723;R$ 186.300,00;R$ 5.000.098,00;Sim;Kit Higiene;15;05/11/2021 15:19;16/11/2021 11:30
Bela Vista da Caroba;30/10/2021 12:00;73/2022;Estiagem;0,681;R$ 16.931.207,34;R$ 93.954,90;4.031;GELSON MAFFI;1.300;R$ 3.730,67;R$ 63.354.281,00;Não;-;-;-;-
Terra Roxa;30/10/2021 00:00;83/2022;Estiagem;0,714;R$ 77.906.818,17;R$ 912.067,16;18.119;Ivan Reis da Silva;979;R$ 3.304,15;R$ 469.675.634,00;Não;-;-;-;-
Maripá;26/10/2021 00:30;119/2022;Estiagem;0,758;R$ 36.188.969,05;R$ 446.706,96;6.555;RODRIGO ANDRÉ SCHANOSKI;5.600;R$ 4.207,60;R$ 253.910.826,01;Não;-;-;-;-
Lupionópolis;24/10/2021 01:00;583/2021;Tempestade Local/Convectiva - Vendaval;0,71;R$ 19.643.360,04;R$ 126.205,29;4.813;ANTONIO PELOSO FILHO;812;R$ 6.642,00;R$ 417.000,00;Sim;Telha Fibrocimento 2.44x500x4mm;1000;05/11/2021 09:25;30/11/2021 14:00
Paranavaí;23/10/2021 21:30;568/2021;Tempestade Local/Convectiva - Vendaval;0,763;R$ 268.327.382,16;R$ 2.747.724,06;91.950;Carlos Henrique Rossato Gomes;898;R$ 280.000,00;R$ 1.396.620,00;Não;-;-;-;-
Ângulo;23/10/2021 20:30;573/2021;Tempestade Local/Convectiva - Granizo;0,721;R$ 20.863.033,93;R$ 139.662,29;3.235;Rogerio Aparecido Bernardo;190;R$ 17.000,00;R$ 0,00;Sim;Cobertor;-;18/11/2021 10:15;-
Ângulo;23/10/2021 20:30;573/2021;Tempestade Local/Convectiva - Granizo;0,721;R$ 20.863.033,93;R$ 139.662,29;3.235;Rogerio Aparecido Bernardo;190;R$ 17.000,00;R$ 0,00;Sim;Colchão Solteiro;-;18/11/2021 10:15;-
Ângulo;23/10/2021 20:30;573/2021;Tempestade Local/Convectiva - Granizo;0,721;R$ 20.863.033,93;R$ 139.662,29;3.235;Rogerio Aparecido Bernardo;190;R$ 17.000,00;R$ 0,00;Sim;Colchonete;-;18/11/2021 10:15;-
